"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Shenandoah County, VA"	"51171"	"2015"	"2015"	80	43190	185.2	142.2
	"Shenandoah County, VA"	"51171"	"2016"	"2016"	68	43175	157.5	118.3
	"Shenandoah County, VA"	"51171"	"2017"	"2017"	61	43225	141.1	113.0
	"Shenandoah County, VA"	"51171"	"2018"	"2018"	66	43497	151.7	117.8
	"Smyth County, VA"	"51173"	"2015"	"2015"	49	31470	155.7	120.4
	"Smyth County, VA"	"51173"	"2016"	"2016"	43	31062	138.4	107.2
	"Smyth County, VA"	"51173"	"2017"	"2017"	49	30656	159.8	114.6
	"Smyth County, VA"	"51173"	"2018"	"2018"	58	30472	190.3	139.0
	"Southampton County, VA"	"51175"	"2015"	"2015"	18	18109	Unreliable	Unreliable
	"Southampton County, VA"	"51175"	"2016"	"2016"	30	18057	166.1	129.3
	"Southampton County, VA"	"51175"	"2017"	"2017"	19	17750	Unreliable	Unreliable
	"Southampton County, VA"	"51175"	"2018"	"2018"	24	17586	136.5	118.0
	"Spotsylvania County, VA"	"51177"	"2015"	"2015"	132	130475	101.2	109.4
	"Spotsylvania County, VA"	"51177"	"2016"	"2016"	159	132010	120.4	126.9
	"Spotsylvania County, VA"	"51177"	"2017"	"2017"	123	133033	92.5	94.5
	"Spotsylvania County, VA"	"51177"	"2018"	"2018"	137	134238	102.1	103.5
	"Stafford County, VA"	"51179"	"2015"	"2015"	121	142003	85.2	108.9
	"Stafford County, VA"	"51179"	"2016"	"2016"	111	144361	76.9	96.0
	"Stafford County, VA"	"51179"	"2017"	"2017"	104	146649	70.9	92.9
	"Stafford County, VA"	"51179"	"2018"	"2018"	120	149960	80.0	95.9
	"Surry County, VA"	"51181"	"2017"	"2017"	12	6540	Unreliable	Unreliable
	"Sussex County, VA"	"51183"	"2015"	"2015"	13	11715	Unreliable	Unreliable
	"Sussex County, VA"	"51183"	"2016"	"2016"	16	11504	Unreliable	Unreliable
	"Sussex County, VA"	"51183"	"2017"	"2017"	26	11373	228.6	193.1
	"Sussex County, VA"	"51183"	"2018"	"2018"	22	11237	195.8	183.7
	"Tazewell County, VA"	"51185"	"2015"	"2015"	50	42899	116.6	103.5
	"Tazewell County, VA"	"51185"	"2016"	"2016"	63	42150	149.5	118.2
	"Tazewell County, VA"	"51185"	"2017"	"2017"	60	41095	146.0	130.8
	"Tazewell County, VA"	"51185"	"2018"	"2018"	68	40855	166.4	143.0
	"Warren County, VA"	"51187"	"2015"	"2015"	52	39083	133.1	130.8
	"Warren County, VA"	"51187"	"2016"	"2016"	62	39155	158.3	145.4
	"Warren County, VA"	"51187"	"2017"	"2017"	63	39563	159.2	156.8
	"Warren County, VA"	"51187"	"2018"	"2018"	54	40003	135.0	127.9
	"Washington County, VA"	"51191"	"2015"	"2015"	82	54591	150.2	124.6
	"Washington County, VA"	"51191"	"2016"	"2016"	74	54214	136.5	110.0
	"Washington County, VA"	"51191"	"2017"	"2017"	91	54387	167.3	139.7
	"Washington County, VA"	"51191"	"2018"	"2018"	107	54402	196.7	152.6
	"Westmoreland County, VA"	"51193"	"2015"	"2015"	31	17629	175.8	148.7
	"Westmoreland County, VA"	"51193"	"2016"	"2016"	36	17592	204.6	145.9
	"Westmoreland County, VA"	"51193"	"2017"	"2017"	39	17780	219.3	179.7
	"Westmoreland County, VA"	"51193"	"2018"	"2018"	24	17830	134.6	120.6
	"Wise County, VA"	"51195"	"2015"	"2015"	60	39718	151.1	148.0
	"Wise County, VA"	"51195"	"2016"	"2016"	57	39228	145.3	136.6
	"Wise County, VA"	"51195"	"2017"	"2017"	80	38586	207.3	192.8
	"Wise County, VA"	"51195"	"2018"	"2018"	60	38012	157.8	144.2
	"Wythe County, VA"	"51197"	"2015"	"2015"	70	29119	240.4	209.5
	"Wythe County, VA"	"51197"	"2016"	"2016"	30	29016	103.4	97.4
	"Wythe County, VA"	"51197"	"2017"	"2017"	34	28882	117.7	99.1
	"Wythe County, VA"	"51197"	"2018"	"2018"	38	28754	132.2	107.4
	"York County, VA"	"51199"	"2015"	"2015"	62	67837	91.4	89.6
	"York County, VA"	"51199"	"2016"	"2016"	56	67976	82.4	79.4
	"York County, VA"	"51199"	"2017"	"2017"	55	67739	81.2	76.9
	"York County, VA"	"51199"	"2018"	"2018"	77	67846	113.5	104.9
	"Alexandria city, VA"	"51510"	"2015"	"2015"	104	153511	67.7	79.1
	"Alexandria city, VA"	"51510"	"2016"	"2016"	108	155810	69.3	80.0
	"Alexandria city, VA"	"51510"	"2017"	"2017"	106	160035	66.2	72.2
	"Alexandria city, VA"	"51510"	"2018"	"2018"	86	160530	53.6	57.1
	"Bristol city, VA"	"51520"	"2015"	"2015"	28	17141	163.4	108.5
	"Bristol city, VA"	"51520"	"2016"	"2016"	45	16960	265.3	231.7
	"Bristol city, VA"	"51520"	"2017"	"2017"	24	16790	142.9	105.9
	"Bristol city, VA"	"51520"	"2018"	"2018"	34	16482	206.3	157.5
	"Buena Vista city, VA"	"51530"	"2015"	"2015"	12	6618	Unreliable	Unreliable
	"Buena Vista city, VA"	"51530"	"2017"	"2017"	10	6327	Unreliable	Unreliable
	"Buena Vista city, VA"	"51530"	"2018"	"2018"	15	6237	Unreliable	Unreliable
	"Charlottesville city, VA"	"51540"	"2015"	"2015"	48	46597	103.0	124.1
	"Charlottesville city, VA"	"51540"	"2016"	"2016"	42	46912	89.5	118.3
	"Charlottesville city, VA"	"51540"	"2017"	"2017"	51	48019	106.2	122.0
	"Charlottesville city, VA"	"51540"	"2018"	"2018"	46	48117	95.6	104.5
	"Chesapeake city, VA"	"51550"	"2015"	"2015"	277	235429	117.7	127.6
	"Chesapeake city, VA"	"51550"	"2016"	"2016"	261	237940	109.7	118.7
	"Chesapeake city, VA"	"51550"	"2017"	"2017"	260	240397	108.2	114.3
	"Chesapeake city, VA"	"51550"	"2018"	"2018"	251	242634	103.4	109.6
	"Colonial Heights city, VA"	"51570"	"2015"	"2015"	41	17820	230.1	156.5
	"Colonial Heights city, VA"	"51570"	"2016"	"2016"	52	17772	292.6	207.4
	"Colonial Heights city, VA"	"51570"	"2017"	"2017"	47	17830	263.6	201.6
	"Colonial Heights city, VA"	"51570"	"2018"	"2018"	33	17833	185.1	161.0
	"Covington city, VA"	"51580"	"2016"	"2016"	17	5518	Unreliable	Unreliable
	"Covington city, VA"	"51580"	"2017"	"2017"	12	5531	Unreliable	Unreliable
	"Covington city, VA"	"51580"	"2018"	"2018"	13	5460	Unreliable	Unreliable
	"Danville city, VA"	"51590"	"2015"	"2015"	109	42082	259.0	180.9
	"Danville city, VA"	"51590"	"2016"	"2016"	106	41898	253.0	188.7
	"Danville city, VA"	"51590"	"2017"	"2017"	124	41130	301.5	207.0
	"Danville city, VA"	"51590"	"2018"	"2018"	97	40693	238.4	169.1
	"Emporia city, VA"	"51595"	"2017"	"2017"	10	5282	Unreliable	Unreliable
	"Emporia city, VA"	"51595"	"2018"	"2018"	11	5121	Unreliable	Unreliable
	"Fairfax city, VA"	"51600"	"2015"	"2015"	36	24013	149.9	127.6
	"Fairfax city, VA"	"51600"	"2016"	"2016"	44	24164	182.1	142.4
	"Fairfax city, VA"	"51600"	"2017"	"2017"	37	24097	153.5	143.6
	"Fairfax city, VA"	"51600"	"2018"	"2018"	40	24574	162.8	143.4
	"Falls Church city, VA"	"51610"	"2016"	"2016"	16	14014	Unreliable	Unreliable
	"Falls Church city, VA"	"51610"	"2017"	"2017"	12	14583	Unreliable	Unreliable
	"Falls Church city, VA"	"51610"	"2018"	"2018"	16	14772	Unreliable	Unreliable
	"Franklin city, VA"	"51620"	"2015"	"2015"	16	8490	Unreliable	Unreliable
	"Franklin city, VA"	"51620"	"2016"	"2016"	20	8306	240.8	195.1
	"Franklin city, VA"	"51620"	"2017"	"2017"	15	8176	Unreliable	Unreliable
	"Franklin city, VA"	"51620"	"2018"	"2018"	14	8013	Unreliable	Unreliable
	"Fredericksburg city, VA"	"51630"	"2015"	"2015"	31	28118	110.2	111.8
	"Fredericksburg city, VA"	"51630"	"2016"	"2016"	33	28297	116.6	133.1
	"Fredericksburg city, VA"	"51630"	"2017"	"2017"	31	28360	109.3	111.6
	"Fredericksburg city, VA"	"51630"	"2018"	"2018"	37	29144	127.0	136.3
	"Galax city, VA"	"51640"	"2015"	"2015"	27	6914	390.5	284.0
	"Galax city, VA"	"51640"	"2016"	"2016"	24	6775	354.2	237.0
	"Galax city, VA"	"51640"	"2017"	"2017"	21	6625	317.0	205.2
	"Galax city, VA"	"51640"	"2018"	"2018"	26	6423	404.8	234.8
	"Hampton city, VA"	"51650"	"2015"	"2015"	176	136454	129.0	126.6
	"Hampton city, VA"	"51650"	"2016"	"2016"	184	135410	135.9	131.9
	"Hampton city, VA"	"51650"	"2017"	"2017"	179	134669	132.9	123.8
	"Hampton city, VA"	"51650"	"2018"	"2018"	193	134313	143.7	133.2
	"Harrisonburg city, VA"	"51660"	"2015"	"2015"	40	52538	76.1	92.8
	"Harrisonburg city, VA"	"51660"	"2016"	"2016"	44	53078	82.9	96.9
	"Harrisonburg city, VA"	"51660"	"2017"	"2017"	51	54215	94.1	111.6
	"Harrisonburg city, VA"	"51660"	"2018"	"2018"	39	54033	72.2	88.4
	"Hopewell city, VA"	"51670"	"2015"	"2015"	39	22378	174.3	148.1
	"Hopewell city, VA"	"51670"	"2016"	"2016"	50	22735	219.9	206.7
	"Hopewell city, VA"	"51670"	"2017"	"2017"	38	22621	168.0	165.3
	"Hopewell city, VA"	"51670"	"2018"	"2018"	53	22596	234.6	226.0
	"Lexington city, VA"	"51678"	"2015"	"2015"	13	7262	Unreliable	Unreliable
	"Lexington city, VA"	"51678"	"2018"	"2018"	14	7136	Unreliable	Unreliable
	"Lynchburg city, VA"	"51680"	"2015"	"2015"	111	79812	139.1	118.3
	"Lynchburg city, VA"	"51680"	"2016"	"2016"	106	80212	132.1	112.7
	"Lynchburg city, VA"	"51680"	"2017"	"2017"	114	80995	140.7	121.4
	"Lynchburg city, VA"	"51680"	"2018"	"2018"	110	82126	133.9	121.4
	"Manassas city, VA"	"51683"	"2015"	"2015"	32	41764	76.6	104.1
	"Manassas city, VA"	"51683"	"2016"	"2016"	30	41483	72.3	97.5
	"Manassas city, VA"	"51683"	"2017"	"2017"	38	41501	91.6	107.9
	"Manassas city, VA"	"51683"	"2018"	"2018"	31	41641	74.4	85.6
	"Martinsville city, VA"	"51690"	"2015"	"2015"	47	13645	344.4	241.9
	"Martinsville city, VA"	"51690"	"2016"	"2016"	38	13445	282.6	186.6
	"Martinsville city, VA"	"51690"	"2017"	"2017"	47	13142	357.6	286.8
	"Martinsville city, VA"	"51690"	"2018"	"2018"	49	12902	379.8	292.2
	"Newport News city, VA"	"51700"	"2015"	"2015"	231	182385	126.7	133.0
	"Newport News city, VA"	"51700"	"2016"	"2016"	270	181825	148.5	148.7
	"Newport News city, VA"	"51700"	"2017"	"2017"	234	179388	130.4	130.1
	"Newport News city, VA"	"51700"	"2018"	"2018"	253	178626	141.6	141.1
	"Norfolk city, VA"	"51710"	"2015"	"2015"	301	246393	122.2	132.7
	"Norfolk city, VA"	"51710"	"2016"	"2016"	374	245115	152.6	165.6
	"Norfolk city, VA"	"51710"	"2017"	"2017"	360	244703	147.1	159.8
	"Norfolk city, VA"	"51710"	"2018"	"2018"	316	244076	129.5	142.4
	"Petersburg city, VA"	"51730"	"2015"	"2015"	69	32477	212.5	186.5
	"Petersburg city, VA"	"51730"	"2016"	"2016"	84	31882	263.5	242.2
	"Petersburg city, VA"	"51730"	"2017"	"2017"	71	31750	223.6	206.5
	"Petersburg city, VA"	"51730"	"2018"	"2018"	78	31567	247.1	207.8
	"Poquoson city, VA"	"51735"	"2015"	"2015"	17	12059	Unreliable	Unreliable
	"Poquoson city, VA"	"51735"	"2016"	"2016"	18	12017	Unreliable	Unreliable
	"Poquoson city, VA"	"51735"	"2017"	"2017"	15	12053	Unreliable	Unreliable
	"Poquoson city, VA"	"51735"	"2018"	"2018"	15	12190	Unreliable	Unreliable
	"Portsmouth city, VA"	"51740"	"2015"	"2015"	161	96201	167.4	156.4
	"Portsmouth city, VA"	"51740"	"2016"	"2016"	162	95252	170.1	161.2
	"Portsmouth city, VA"	"51740"	"2017"	"2017"	172	94572	181.9	168.3
	"Portsmouth city, VA"	"51740"	"2018"	"2018"	174	94632	183.9	173.2
	"Radford city, VA"	"51750"	"2015"	"2015"	14	17403	Unreliable	Unreliable
	"Radford city, VA"	"51750"	"2016"	"2016"	20	17483	114.4	154.8
	"Radford city, VA"	"51750"	"2017"	"2017"	15	17658	Unreliable	Unreliable
	"Radford city, VA"	"51750"	"2018"	"2018"	18	18339	Unreliable	Unreliable
	"Richmond city, VA"	"51760"	"2015"	"2015"	253	220289	114.8	111.4
	"Richmond city, VA"	"51760"	"2016"	"2016"	286	223170	128.2	127.3
	"Richmond city, VA"	"51760"	"2017"	"2017"	336	227032	148.0	143.8
	"Richmond city, VA"	"51760"	"2018"	"2018"	290	228783	126.8	124.2
	"Roanoke city, VA"	"51770"	"2015"	"2015"	172	99897	172.2	145.0
	"Roanoke city, VA"	"51770"	"2016"	"2016"	182	99660	182.6	152.0
	"Roanoke city, VA"	"51770"	"2017"	"2017"	246	99837	246.4	217.3
	"Roanoke city, VA"	"51770"	"2018"	"2018"	217	99920	217.2	189.8
	"Salem city, VA"	"51775"	"2015"	"2015"	51	25432	200.5	165.4
	"Salem city, VA"	"51775"	"2016"	"2016"	60	25549	234.8	185.0
	"Salem city, VA"	"51775"	"2017"	"2017"	56	25862	216.5	170.3
	"Salem city, VA"	"51775"	"2018"	"2018"	77	25643	300.3	220.5
	"Staunton city, VA"	"51790"	"2015"	"2015"	58	24416	237.5	157.8
	"Staunton city, VA"	"51790"	"2016"	"2016"	37	24363	151.9	109.9
	"Staunton city, VA"	"51790"	"2017"	"2017"	45	24528	183.5	139.8
	"Staunton city, VA"	"51790"	"2018"	"2018"	59	24922	236.7	164.4
	"Suffolk city, VA"	"51800"	"2015"	"2015"	73	88161	82.8	81.8
	"Suffolk city, VA"	"51800"	"2016"	"2016"	84	89273	94.1	94.6
	"Suffolk city, VA"	"51800"	"2017"	"2017"	95	90237	105.3	104.7
	"Suffolk city, VA"	"51800"	"2018"	"2018"	99	91185	108.6	106.9
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	455	452745	100.5	102.4
	"Virginia Beach city, VA"	"51810"	"2016"	"2016"	480	452602	106.1	103.0
	"Virginia Beach city, VA"	"51810"	"2017"	"2017"	463	450435	102.8	99.5
	"Virginia Beach city, VA"	"51810"	"2018"	"2018"	444	450189	98.6	94.3
	"Waynesboro city, VA"	"51820"	"2015"	"2015"	41	21491	190.8	167.8
	"Waynesboro city, VA"	"51820"	"2016"	"2016"	32	21887	146.2	112.0
	"Waynesboro city, VA"	"51820"	"2017"	"2017"	26	22327	116.5	86.8
	"Waynesboro city, VA"	"51820"	"2018"	"2018"	35	22628	154.7	129.9
	"Williamsburg city, VA"	"51830"	"2016"	"2016"	10	15214	Unreliable	Unreliable
	"Williamsburg city, VA"	"51830"	"2017"	"2017"	10	15031	Unreliable	Unreliable
	"Williamsburg city, VA"	"51830"	"2018"	"2018"	11	14896	Unreliable	Unreliable
	"Winchester city, VA"	"51840"	"2015"	"2015"	36	27284	131.9	113.5
	"Winchester city, VA"	"51840"	"2016"	"2016"	36	27516	130.8	120.9
	"Winchester city, VA"	"51840"	"2017"	"2017"	38	27932	136.0	118.0
	"Winchester city, VA"	"51840"	"2018"	"2018"	38	28108	135.2	122.7
	"Adams County, WA"	"53001"	"2015"	"2015"	14	19254	Unreliable	Unreliable
	"Adams County, WA"	"53001"	"2016"	"2016"	18	19238	Unreliable	Unreliable
	"Adams County, WA"	"53001"	"2017"	"2017"	14	19506	Unreliable	Unreliable
	"Asotin County, WA"	"53003"	"2015"	"2015"	29	22105	131.2	100.4
	"Asotin County, WA"	"53003"	"2016"	"2016"	29	22306	130.0	103.0
	"Asotin County, WA"	"53003"	"2017"	"2017"	23	22535	102.1	104.4
	"Asotin County, WA"	"53003"	"2018"	"2018"	33	22610	146.0	111.5
	"Benton County, WA"	"53005"	"2015"	"2015"	170	190309	89.3	88.7
	"Benton County, WA"	"53005"	"2016"	"2016"	131	193686	67.6	67.9
	"Benton County, WA"	"53005"	"2017"	"2017"	157	198171	79.2	78.5
	"Benton County, WA"	"53005"	"2018"	"2018"	148	201877	73.3	72.5
	"Chelan County, WA"	"53007"	"2015"	"2015"	79	75644	104.4	88.5
	"Chelan County, WA"	"53007"	"2016"	"2016"	76	76338	99.6	78.6
	"Chelan County, WA"	"53007"	"2017"	"2017"	73	76533	95.4	81.7
	"Chelan County, WA"	"53007"	"2018"	"2018"	62	77036	80.5	72.4
	"Clallam County, WA"	"53009"	"2015"	"2015"	100	73486	136.1	108.8
	"Clallam County, WA"	"53009"	"2016"	"2016"	121	74570	162.3	117.2
	"Clallam County, WA"	"53009"	"2017"	"2017"	122	75474	161.6	118.7
	"Clallam County, WA"	"53009"	"2018"	"2018"	121	76737	157.7	113.3
	"Clark County, WA"	"53011"	"2015"	"2015"	454	459495	98.8	97.2
	"Clark County, WA"	"53011"	"2016"	"2016"	508	467018	108.8	105.3
	"Clark County, WA"	"53011"	"2017"	"2017"	506	474643	106.6	105.3
	"Clark County, WA"	"53011"	"2018"	"2018"	444	481857	92.1	90.2
	"Columbia County, WA"	"53013"	"2017"	"2017"	10	4047	Unreliable	Unreliable
	"Cowlitz County, WA"	"53015"	"2015"	"2015"	145	103468	140.1	115.8
	"Cowlitz County, WA"	"53015"	"2016"	"2016"	148	105160	140.7	115.1
	"Cowlitz County, WA"	"53015"	"2017"	"2017"	177	106910	165.6	149.9
	"Cowlitz County, WA"	"53015"	"2018"	"2018"	143	108987	131.2	111.7
	"Douglas County, WA"	"53017"	"2015"	"2015"	39	40534	96.2	95.2
	"Douglas County, WA"	"53017"	"2016"	"2016"	32	41327	77.4	73.2
	"Douglas County, WA"	"53017"	"2017"	"2017"	18	41945	Unreliable	Unreliable
	"Douglas County, WA"	"53017"	"2018"	"2018"	27	42907	62.9	55.5
	"Ferry County, WA"	"53019"	"2016"	"2016"	12	7614	Unreliable	Unreliable
	"Ferry County, WA"	"53019"	"2017"	"2017"	16	7594	Unreliable	Unreliable
	"Ferry County, WA"	"53019"	"2018"	"2018"	13	7649	Unreliable	Unreliable
	"Franklin County, WA"	"53021"	"2015"	"2015"	41	88807	46.2	57.3
	"Franklin County, WA"	"53021"	"2016"	"2016"	41	90160	45.5	58.2
	"Franklin County, WA"	"53021"	"2017"	"2017"	50	92125	54.3	69.8
	"Franklin County, WA"	"53021"	"2018"	"2018"	58	94347	61.5	73.1
	"Grant County, WA"	"53025"	"2015"	"2015"	71	93259	76.1	78.1
	"Grant County, WA"	"53025"	"2016"	"2016"	64	93546	68.4	72.3
	"Grant County, WA"	"53025"	"2017"	"2017"	92	95158	96.7	99.1
	"Grant County, WA"	"53025"	"2018"	"2018"	95	97331	97.6	97.5
	"Grays Harbor County, WA"	"53027"	"2015"	"2015"	85	71122	119.5	101.2
	"Grays Harbor County, WA"	"53027"	"2016"	"2016"	95	71628	132.6	121.5
	"Grays Harbor County, WA"	"53027"	"2017"	"2017"	86	72697	118.3	104.3
	"Grays Harbor County, WA"	"53027"	"2018"	"2018"	99	73901	134.0	116.6
	"Island County, WA"	"53029"	"2015"	"2015"	90	80593	111.7	86.1
	"Island County, WA"	"53029"	"2016"	"2016"	71	82636	85.9	69.7
	"Island County, WA"	"53029"	"2017"	"2017"	80	83159	96.2	76.6
	"Island County, WA"	"53029"	"2018"	"2018"	72	84460	85.2	64.8
	"Jefferson County, WA"	"53031"	"2015"	"2015"	43	30466	141.1	104.6
	"Jefferson County, WA"	"53031"	"2016"	"2016"	50	31139	160.6	112.7
	"Jefferson County, WA"	"53031"	"2017"	"2017"	45	31234	144.1	109.4
	"Jefferson County, WA"	"53031"	"2018"	"2018"	48	31729	151.3	103.4
	"King County, WA"	"53033"	"2015"	"2015"	1672	2117125	79.0	75.8
	"King County, WA"	"53033"	"2016"	"2016"	1752	2149970	81.5	78.2
	"King County, WA"	"53033"	"2017"	"2017"	1822	2188649	83.2	79.8
	"King County, WA"	"53033"	"2018"	"2018"	1803	2233163	80.7	76.7
	"Kitsap County, WA"	"53035"	"2015"	"2015"	287	260131	110.3	97.7
	"Kitsap County, WA"	"53035"	"2016"	"2016"	277	264811	104.6	92.1
	"Kitsap County, WA"	"53035"	"2017"	"2017"	296	266414	111.1	100.8
	"Kitsap County, WA"	"53035"	"2018"	"2018"	274	269805	101.6	90.6
	"Kittitas County, WA"	"53037"	"2015"	"2015"	37	43269	85.5	86.2
	"Kittitas County, WA"	"53037"	"2016"	"2016"	51	44866	113.7	100.9
	"Kittitas County, WA"	"53037"	"2017"	"2017"	57	46205	123.4	121.6
	"Kittitas County, WA"	"53037"	"2018"	"2018"	32	47364	67.6	70.9
	"Klickitat County, WA"	"53039"	"2015"	"2015"	23	21026	109.4	85.5
	"Klickitat County, WA"	"53039"	"2016"	"2016"	32	21301	150.2	119.4
	"Klickitat County, WA"	"53039"	"2017"	"2017"	23	21811	105.5	87.8
	"Klickitat County, WA"	"53039"	"2018"	"2018"	31	22107	140.2	113.2
	"Lewis County, WA"	"53041"	"2015"	"2015"	87	75882	114.7	101.2
	"Lewis County, WA"	"53041"	"2016"	"2016"	91	77066	118.1	100.4
	"Lewis County, WA"	"53041"	"2017"	"2017"	110	78200	140.7	113.4
	"Lewis County, WA"	"53041"	"2018"	"2018"	89	79604	111.8	95.4
	"Lincoln County, WA"	"53043"	"2015"	"2015"	15	10321	Unreliable	Unreliable
	"Lincoln County, WA"	"53043"	"2016"	"2016"	17	10350	Unreliable	Unreliable
	"Lincoln County, WA"	"53043"	"2017"	"2017"	21	10579	198.5	142.6
	"Lincoln County, WA"	"53043"	"2018"	"2018"	14	10740	Unreliable	Unreliable
	"Mason County, WA"	"53045"	"2015"	"2015"	87	61023	142.6	117.2
	"Mason County, WA"	"53045"	"2016"	"2016"	86	62198	138.3	115.8
	"Mason County, WA"	"53045"	"2017"	"2017"	106	63710	166.4	133.9
	"Mason County, WA"	"53045"	"2018"	"2018"	88	65507	134.3	116.4
	"Okanogan County, WA"	"53047"	"2015"	"2015"	61	41516	146.9	135.4
	"Okanogan County, WA"	"53047"	"2016"	"2016"	48	41554	115.5	97.5
	"Okanogan County, WA"	"53047"	"2017"	"2017"	51	41742	122.2	103.9
	"Okanogan County, WA"	"53047"	"2018"	"2018"	56	42132	132.9	123.2
	"Pacific County, WA"	"53049"	"2015"	"2015"	27	20848	129.5	84.1
	"Pacific County, WA"	"53049"	"2016"	"2016"	33	21249	155.3	117.8
	"Pacific County, WA"	"53049"	"2017"	"2017"	35	21626	161.8	116.2
	"Pacific County, WA"	"53049"	"2018"	"2018"	33	22036	149.8	114.7
	"Pend Oreille County, WA"	"53051"	"2015"	"2015"	21	13088	160.5	171.4
	"Pend Oreille County, WA"	"53051"	"2016"	"2016"	24	13123	182.9	135.1
	"Pend Oreille County, WA"	"53051"	"2017"	"2017"	18	13354	Unreliable	Unreliable
	"Pend Oreille County, WA"	"53051"	"2018"	"2018"	26	13602	191.1	167.6
	"Pierce County, WA"	"53053"	"2015"	"2015"	856	843954	101.4	101.3
	"Pierce County, WA"	"53053"	"2016"	"2016"	936	861312	108.7	107.6
	"Pierce County, WA"	"53053"	"2017"	"2017"	956	876764	109.0	108.3
	"Pierce County, WA"	"53053"	"2018"	"2018"	904	891299	101.4	100.2
	"San Juan County, WA"	"53055"	"2015"	"2015"	19	16252	Unreliable	Unreliable
	"San Juan County, WA"	"53055"	"2016"	"2016"	20	16339	122.4	91.0
	"San Juan County, WA"	"53055"	"2017"	"2017"	21	16715	125.6	105.0
	"San Juan County, WA"	"53055"	"2018"	"2018"	18	17128	Unreliable	Unreliable
	"Skagit County, WA"	"53057"	"2015"	"2015"	137	121846	112.4	95.4
	"Skagit County, WA"	"53057"	"2016"	"2016"	118	123681	95.4	82.1
	"Skagit County, WA"	"53057"	"2017"	"2017"	147	125619	117.0	101.4
	"Skagit County, WA"	"53057"	"2018"	"2018"	143	128206	111.5	93.4
	"Skamania County, WA"	"53059"	"2015"	"2015"	13	11339	Unreliable	Unreliable
	"Skamania County, WA"	"53059"	"2016"	"2016"	16	11510	Unreliable	Unreliable
	"Skamania County, WA"	"53059"	"2017"	"2017"	11	11837	Unreliable	Unreliable
	"Skamania County, WA"	"53059"	"2018"	"2018"	11	11924	Unreliable	Unreliable
	"Snohomish County, WA"	"53061"	"2015"	"2015"	717	772501	92.8	94.0
	"Snohomish County, WA"	"53061"	"2016"	"2016"	716	787620	90.9	90.1
	"Snohomish County, WA"	"53061"	"2017"	"2017"	731	801633	91.2	90.9
	"Snohomish County, WA"	"53061"	"2018"	"2018"	783	814901	96.1	96.6
	"Spokane County, WA"	"53063"	"2015"	"2015"	670	490945	136.5	123.9
	"Spokane County, WA"	"53063"	"2016"	"2016"	686	499072	137.5	122.6
	"Spokane County, WA"	"53063"	"2017"	"2017"	703	506152	138.9	125.4
	"Spokane County, WA"	"53063"	"2018"	"2018"	664	514631	129.0	115.8
	"Stevens County, WA"	"53065"	"2015"	"2015"	74	43791	169.0	151.2
	"Stevens County, WA"	"53065"	"2016"	"2016"	68	44439	153.0	137.9
	"Stevens County, WA"	"53065"	"2017"	"2017"	51	44730	114.0	98.3
	"Stevens County, WA"	"53065"	"2018"	"2018"	57	45260	125.9	108.0
	"Thurston County, WA"	"53067"	"2015"	"2015"	289	269536	107.2	95.8
	"Thurston County, WA"	"53067"	"2016"	"2016"	302	275222	109.7	99.2
	"Thurston County, WA"	"53067"	"2017"	"2017"	317	280588	113.0	103.4
	"Thurston County, WA"	"53067"	"2018"	"2018"	308	286419	107.5	94.6
	"Walla Walla County, WA"	"53071"	"2015"	"2015"	69	60338	114.4	88.9
	"Walla Walla County, WA"	"53071"	"2016"	"2016"	66	60340	109.4	86.1
	"Walla Walla County, WA"	"53071"	"2017"	"2017"	88	60567	145.3	121.2
